gene	Pos	Strand	is_TF	is_SM_gene	SM_cluster
AN6932	ChrI_A_nidulans_FGSC_A4:3618573-3620867	+	FALSE	FALSE	NA
AN6933	ChrI_A_nidulans_FGSC_A4:3620784-3622909	-	FALSE	FALSE	NA
AN6934	ChrI_A_nidulans_FGSC_A4:3622962-3625159	-	FALSE	FALSE	NA
AN6935	ChrI_A_nidulans_FGSC_A4:3625899-3626720	+	FALSE	FALSE	NA
AN6936	ChrI_A_nidulans_FGSC_A4:3627331-3628025	-	FALSE	FALSE	NA
AN6937	ChrI_A_nidulans_FGSC_A4:3629404-3630602	+	FALSE	FALSE	NA
AN6940	ChrI_A_nidulans_FGSC_A4:3643134-3644743	-	FALSE	FALSE	NA
AN6941	ChrI_A_nidulans_FGSC_A4:3645608-3646926	-	FALSE	FALSE	NA
AN6942	ChrI_A_nidulans_FGSC_A4:3650102-3652548	-	FALSE	FALSE	NA
AN6943	ChrI_A_nidulans_FGSC_A4:3652849-3654006	+	FALSE	FALSE	NA
AN6944	ChrI_A_nidulans_FGSC_A4:3654557-3656009	+	FALSE	FALSE	NA
AN6945	ChrI_A_nidulans_FGSC_A4:3656320-3657904	-	FALSE	FALSE	NA
AN6946	ChrI_A_nidulans_FGSC_A4:3658348-3659992	+	FALSE	FALSE	NA
AN6947	ChrI_A_nidulans_FGSC_A4:3660135-3661257	+	FALSE	FALSE	NA
AN6948	ChrI_A_nidulans_FGSC_A4:3663124-3664563	+	FALSE	FALSE	NA
AN6949	ChrI_A_nidulans_FGSC_A4:3667132-3669872	+	FALSE	FALSE	NA
AN6950	ChrI_A_nidulans_FGSC_A4:3670463-3671522	-	FALSE	FALSE	NA
AN6951	ChrI_A_nidulans_FGSC_A4:3672905-3673736	-	FALSE	FALSE	NA
AN6952	ChrI_A_nidulans_FGSC_A4:3677260-3679022	+	FALSE	FALSE	NA
AN6953	ChrI_A_nidulans_FGSC_A4:3679945-3681393	-	FALSE	FALSE	NA
AN6954	ChrI_A_nidulans_FGSC_A4:3682782-3683344	-	FALSE	FALSE	NA
AN6955	ChrI_A_nidulans_FGSC_A4:3687025-3688933	+	FALSE	FALSE	NA
AN6957	ChrI_A_nidulans_FGSC_A4:3692526-3693445	-	FALSE	FALSE	NA
AN6958	ChrI_A_nidulans_FGSC_A4:3704871-3705771	+	FALSE	FALSE	NA
AN6960	ChrI_A_nidulans_FGSC_A4:3715299-3721652	-	FALSE	FALSE	NA
AN6961	ChrI_A_nidulans_FGSC_A4:3724796-3725506	-	FALSE	FALSE	NA
AN6962	ChrI_A_nidulans_FGSC_A4:3727508-3728612	-	FALSE	FALSE	NA
AN6963	ChrI_A_nidulans_FGSC_A4:3729994-3731438	+	FALSE	FALSE	NA
AN6964	ChrI_A_nidulans_FGSC_A4:3733111-3733871	-	FALSE	FALSE	NA
AN6965	ChrI_A_nidulans_FGSC_A4:3735181-3736029	-	FALSE	FALSE	NA
AN6966	ChrI_A_nidulans_FGSC_A4:3736778-3737848	-	FALSE	FALSE	NA
AN6967	ChrI_A_nidulans_FGSC_A4:3738814-3739078	-	FALSE	FALSE	NA
AN6968	ChrI_A_nidulans_FGSC_A4:3739310-3742139	-	FALSE	FALSE	NA
AN6969	ChrI_A_nidulans_FGSC_A4:3742376-3743293	+	FALSE	FALSE	NA
AN6971	ChrI_A_nidulans_FGSC_A4:3751567-3753573	+	FALSE	FALSE	NA
AN6972	ChrI_A_nidulans_FGSC_A4:3756213-3757871	-	FALSE	FALSE	NA
AN6973	ChrIV_A_nidulans_FGSC_A4:1438956-1440373	+	FALSE	FALSE	NA
AN6974	ChrIV_A_nidulans_FGSC_A4:1433132-1434745	-	FALSE	FALSE	NA
AN6975	ChrIV_A_nidulans_FGSC_A4:1419821-1428844	+	FALSE	FALSE	NA
AN6976	ChrIV_A_nidulans_FGSC_A4:1417469-1418501	+	FALSE	FALSE	NA
AN6977	ChrIV_A_nidulans_FGSC_A4:1415599-1416934	-	FALSE	FALSE	NA
AN6978	ChrIV_A_nidulans_FGSC_A4:1413631-1415571	+	FALSE	FALSE	NA
AN6979	ChrIV_A_nidulans_FGSC_A4:1410827-1413178	+	FALSE	FALSE	NA
AN6980	ChrIV_A_nidulans_FGSC_A4:1406826-1410547	+	FALSE	FALSE	NA
AN6982	ChrIV_A_nidulans_FGSC_A4:1402124-1405113	-	FALSE	FALSE	NA
AN6983	ChrIV_A_nidulans_FGSC_A4:1400203-1401920	-	FALSE	FALSE	NA
AN6984	ChrIV_A_nidulans_FGSC_A4:1399394-1400397	+	FALSE	FALSE	NA
AN6985	ChrIV_A_nidulans_FGSC_A4:1396460-1398736	-	FALSE	FALSE	NA
AN6986	ChrIV_A_nidulans_FGSC_A4:1392258-1396036	-	FALSE	FALSE	NA
AN6988	ChrIV_A_nidulans_FGSC_A4:1383558-1385063	+	FALSE	FALSE	NA
AN6992	ChrIV_A_nidulans_FGSC_A4:1371551-1372457	-	FALSE	FALSE	NA
AN6993	ChrIV_A_nidulans_FGSC_A4:1370387-1372063	+	FALSE	FALSE	NA
AN6995	ChrIV_A_nidulans_FGSC_A4:1366170-1367354	+	FALSE	FALSE	NA
AN6996	ChrIV_A_nidulans_FGSC_A4:1363570-1366037	-	FALSE	FALSE	NA
AN6997	ChrIV_A_nidulans_FGSC_A4:1362702-1363516	-	FALSE	FALSE	NA
AN6998	ChrIV_A_nidulans_FGSC_A4:1360210-1362504	+	TRUE	FALSE	NA
AN6999	ChrIV_A_nidulans_FGSC_A4:1357893-1359562	+	FALSE	FALSE	NA
AN7000	ChrIV_A_nidulans_FGSC_A4:1355439-1357649	+	FALSE	FALSE	NA
AN7001	ChrIV_A_nidulans_FGSC_A4:1353320-1354359	+	FALSE	FALSE	NA
AN7002	ChrIV_A_nidulans_FGSC_A4:1350976-1353150	-	FALSE	FALSE	NA
AN7003	ChrIV_A_nidulans_FGSC_A4:1349534-1350968	+	FALSE	FALSE	NA
AN7004	ChrIV_A_nidulans_FGSC_A4:1346902-1349166	+	FALSE	FALSE	NA
AN7005	ChrIV_A_nidulans_FGSC_A4:1342885-1346080	-	FALSE	FALSE	NA
AN7006	ChrIV_A_nidulans_FGSC_A4:1341676-1342929	+	FALSE	FALSE	NA
AN7007	ChrIV_A_nidulans_FGSC_A4:1337783-1341617	+	FALSE	FALSE	NA
AN7008	ChrIV_A_nidulans_FGSC_A4:1336115-1337438	-	FALSE	FALSE	NA
AN7009	ChrIV_A_nidulans_FGSC_A4:1333792-1335580	+	FALSE	FALSE	NA
AN7010	ChrIV_A_nidulans_FGSC_A4:1332084-1333379	-	FALSE	FALSE	NA
AN7011	ChrIV_A_nidulans_FGSC_A4:1329564-1330381	+	FALSE	FALSE	NA
AN7012	ChrIV_A_nidulans_FGSC_A4:1326896-1329233	+	TRUE	FALSE	NA
AN7013	ChrIV_A_nidulans_FGSC_A4:1319253-1321923	+	FALSE	FALSE	NA
AN7014	ChrIV_A_nidulans_FGSC_A4:1314478-1319103	-	FALSE	FALSE	NA
AN7015	ChrIV_A_nidulans_FGSC_A4:1311088-1312927	-	FALSE	FALSE	NA
AN7016	ChrIV_A_nidulans_FGSC_A4:1307364-1310931	-	FALSE	FALSE	NA
AN7017	ChrIV_A_nidulans_FGSC_A4:1306243-1307494	+	FALSE	FALSE	NA
AN7018	ChrIV_A_nidulans_FGSC_A4:1304139-1305362	-	FALSE	FALSE	NA
AN7019	ChrIV_A_nidulans_FGSC_A4:1300184-1303863	-	FALSE	FALSE	NA
AN7020	ChrIV_A_nidulans_FGSC_A4:1294232-1294813	-	FALSE	FALSE	NA
AN7021	ChrIV_A_nidulans_FGSC_A4:1290190-1291724	-	FALSE	FALSE	NA
AN7023	ChrIV_A_nidulans_FGSC_A4:1284580-1285095	+	FALSE	FALSE	NA
AN7024	ChrIV_A_nidulans_FGSC_A4:1283430-1283895	+	FALSE	FALSE	NA
AN7025	ChrIV_A_nidulans_FGSC_A4:1279243-1280958	-	FALSE	FALSE	NA
AN7026	ChrIV_A_nidulans_FGSC_A4:1274971-1277349	-	FALSE	FALSE	NA
AN7027	ChrIV_A_nidulans_FGSC_A4:1266653-1268960	+	FALSE	FALSE	NA
AN7028	ChrIV_A_nidulans_FGSC_A4:1263257-1266246	-	FALSE	FALSE	NA
AN7029	ChrIV_A_nidulans_FGSC_A4:1259372-1261455	+	FALSE	FALSE	NA
AN7030	ChrIV_A_nidulans_FGSC_A4:1255880-1259121	+	FALSE	FALSE	NA
AN7031	ChrIV_A_nidulans_FGSC_A4:1252133-1255257	+	FALSE	FALSE	NA
AN7032	ChrIV_A_nidulans_FGSC_A4:1247890-1252065	+	FALSE	FALSE	NA
AN7033	ChrIV_A_nidulans_FGSC_A4:1246084-1247644	+	FALSE	FALSE	NA
AN7034	ChrIV_A_nidulans_FGSC_A4:1244062-1245829	+	FALSE	FALSE	NA
AN7035	ChrIV_A_nidulans_FGSC_A4:1240402-1242417	+	FALSE	FALSE	NA
AN7037	ChrIV_A_nidulans_FGSC_A4:1230769-1232828	-	FALSE	FALSE	NA
AN7038	ChrIV_A_nidulans_FGSC_A4:1228081-1230634	-	FALSE	FALSE	NA
AN7039	ChrIV_A_nidulans_FGSC_A4:1226319-1228207	+	FALSE	FALSE	NA
AN7040	ChrIV_A_nidulans_FGSC_A4:1224423-1225511	-	FALSE	FALSE	NA
AN7041	ChrIV_A_nidulans_FGSC_A4:1218634-1222223	-	FALSE	FALSE	NA
AN7042	ChrIV_A_nidulans_FGSC_A4:1217118-1218401	+	FALSE	FALSE	NA
AN7043	ChrIV_A_nidulans_FGSC_A4:1214806-1215688	-	FALSE	FALSE	NA
AN7044	ChrIV_A_nidulans_FGSC_A4:1212479-1214262	-	FALSE	FALSE	NA
AN7046	ChrIV_A_nidulans_FGSC_A4:1205838-1208037	-	FALSE	FALSE	NA
AN7047	ChrIV_A_nidulans_FGSC_A4:1204071-1205808	+	FALSE	FALSE	NA
AN7048	ChrIV_A_nidulans_FGSC_A4:1201970-1203910	-	FALSE	FALSE	NA
AN7049	ChrIV_A_nidulans_FGSC_A4:1198285-1201795	-	FALSE	FALSE	NA
AN7050	ChrIV_A_nidulans_FGSC_A4:1191738-1195727	-	TRUE	FALSE	NA
AN7051	ChrIV_A_nidulans_FGSC_A4:1190058-1191619	-	FALSE	FALSE	NA
AN7052	ChrIV_A_nidulans_FGSC_A4:1188439-1189700	-	FALSE	FALSE	NA
AN7053	ChrIV_A_nidulans_FGSC_A4:1186737-1187625	-	FALSE	FALSE	NA
AN7055	ChrIV_A_nidulans_FGSC_A4:1181155-1182468	-	FALSE	FALSE	NA
AN7056	ChrIV_A_nidulans_FGSC_A4:1178549-1180588	-	FALSE	FALSE	NA
AN7057	ChrIV_A_nidulans_FGSC_A4:1176283-1177669	-	FALSE	FALSE	NA
AN7058	ChrIV_A_nidulans_FGSC_A4:1174561-1175853	+	FALSE	FALSE	NA
AN7059	ChrIV_A_nidulans_FGSC_A4:1162848-1163437	-	FALSE	FALSE	NA
AN7060	ChrIV_A_nidulans_FGSC_A4:1160114-1162497	+	FALSE	FALSE	NA
AN7061	ChrIV_A_nidulans_FGSC_A4:1154228-1156765	-	TRUE	TRUE	SM_cluster_31
AN7062	ChrIV_A_nidulans_FGSC_A4:1152370-1154145	+	FALSE	TRUE	SM_cluster_31
AN7063	ChrIV_A_nidulans_FGSC_A4:1149509-1151518	+	FALSE	TRUE	SM_cluster_31
AN7064	ChrIV_A_nidulans_FGSC_A4:1147969-1148977	+	FALSE	TRUE	SM_cluster_31
AN7066	ChrIV_A_nidulans_FGSC_A4:1141923-1143753	+	FALSE	TRUE	SM_cluster_31
AN7067	ChrIV_A_nidulans_FGSC_A4:1139548-1141366	+	FALSE	TRUE	SM_cluster_31
AN7068	ChrIV_A_nidulans_FGSC_A4:1136895-1138898	-	FALSE	TRUE	SM_cluster_31
AN7070	ChrIV_A_nidulans_FGSC_A4:1129968-1131258	-	FALSE	TRUE	SM_cluster_31
AN7071	ChrIV_A_nidulans_FGSC_A4:1123410-1129372	-	FALSE	TRUE	SM_cluster_31
AN7072	ChrIV_A_nidulans_FGSC_A4:1121887-1122955	+	FALSE	TRUE	SM_cluster_31
AN7073	ChrIV_A_nidulans_FGSC_A4:1119359-1120517	-	TRUE	TRUE	SM_cluster_31
AN7074	ChrIV_A_nidulans_FGSC_A4:1117931-1119179	+	FALSE	TRUE	SM_cluster_31
AN7075	ChrIV_A_nidulans_FGSC_A4:1115410-1117004	-	FALSE	TRUE	SM_cluster_31
AN7076	ChrIV_A_nidulans_FGSC_A4:1109034-1110685	-	FALSE	FALSE	NA
AN7077	ChrIV_A_nidulans_FGSC_A4:1107104-1108232	+	FALSE	FALSE	NA
AN7078	ChrIV_A_nidulans_FGSC_A4:1103516-1106169	+	FALSE	FALSE	NA
AN7080	ChrIV_A_nidulans_FGSC_A4:1097285-1097835	+	FALSE	FALSE	NA
AN7081	ChrIV_A_nidulans_FGSC_A4:1093550-1095405	-	FALSE	TRUE	SM_cluster_32
AN7083	ChrIV_A_nidulans_FGSC_A4:1087980-1089003	+	FALSE	TRUE	SM_cluster_32
AN7084	ChrIV_A_nidulans_FGSC_A4:1079494-1087114	-	FALSE	TRUE	SM_cluster_32
AN7086	ChrIV_A_nidulans_FGSC_A4:1073452-1075051	+	FALSE	TRUE	SM_cluster_32
AN7087	ChrIV_A_nidulans_FGSC_A4:1069342-1070163	-	FALSE	TRUE	SM_cluster_32
AN7088	ChrIV_A_nidulans_FGSC_A4:1066221-1067945	+	FALSE	TRUE	SM_cluster_32
AN7089	ChrIV_A_nidulans_FGSC_A4:1063753-1066075	+	FALSE	TRUE	SM_cluster_32
AN7090	ChrIV_A_nidulans_FGSC_A4:1056475-1057428	-	FALSE	FALSE	NA
AN7091	ChrIV_A_nidulans_FGSC_A4:1052941-1056330	+	FALSE	FALSE	NA
AN7092	ChrIV_A_nidulans_FGSC_A4:1050380-1052795	-	FALSE	FALSE	NA
AN7093	ChrIV_A_nidulans_FGSC_A4:1044825-1046271	+	FALSE	FALSE	NA
AN7094	ChrIV_A_nidulans_FGSC_A4:1043038-1044388	+	FALSE	FALSE	NA
AN7097	ChrIV_A_nidulans_FGSC_A4:1029075-1031494	+	FALSE	FALSE	NA
AN7098	ChrIV_A_nidulans_FGSC_A4:1026877-1028457	+	FALSE	FALSE	NA
AN7099	ChrIV_A_nidulans_FGSC_A4:1023404-1026140	-	FALSE	FALSE	NA
AN7101	ChrIV_A_nidulans_FGSC_A4:1016176-1017869	+	FALSE	FALSE	NA
AN7102	ChrIV_A_nidulans_FGSC_A4:1014575-1015760	+	FALSE	FALSE	NA
AN7103	ChrIV_A_nidulans_FGSC_A4:1009556-1013681	+	FALSE	FALSE	NA
AN7104	ChrIV_A_nidulans_FGSC_A4:1003925-1008091	-	FALSE	FALSE	NA
AN7105	ChrIV_A_nidulans_FGSC_A4:1000293-1003455	-	FALSE	FALSE	NA
AN7106	ChrIV_A_nidulans_FGSC_A4:999336-1000565	+	FALSE	FALSE	NA
AN7107	ChrIV_A_nidulans_FGSC_A4:997280-999059	-	FALSE	FALSE	NA
AN7108	ChrIV_A_nidulans_FGSC_A4:995614-996983	+	FALSE	FALSE	NA
AN7109	ChrIV_A_nidulans_FGSC_A4:992958-993772	+	FALSE	FALSE	NA
AN7110	ChrIV_A_nidulans_FGSC_A4:991138-991909	-	FALSE	FALSE	NA
AN7111	ChrIV_A_nidulans_FGSC_A4:986904-990379	-	FALSE	FALSE	NA
AN7112	ChrIV_A_nidulans_FGSC_A4:984712-986813	+	FALSE	FALSE	NA
AN7113	ChrIV_A_nidulans_FGSC_A4:982372-984060	-	FALSE	FALSE	NA
AN7115	ChrIV_A_nidulans_FGSC_A4:973492-974865	-	FALSE	FALSE	NA
AN7116	ChrIV_A_nidulans_FGSC_A4:967370-968024	+	FALSE	FALSE	NA
AN7117	ChrIV_A_nidulans_FGSC_A4:963429-964988	-	FALSE	FALSE	NA
AN7118	ChrIV_A_nidulans_FGSC_A4:959854-962930	-	TRUE	FALSE	NA
AN7119	ChrIV_A_nidulans_FGSC_A4:955247-956887	+	FALSE	FALSE	NA
AN7120	ChrIV_A_nidulans_FGSC_A4:952712-954715	-	FALSE	FALSE	NA
AN7121	ChrIV_A_nidulans_FGSC_A4:945463-947146	-	FALSE	FALSE	NA
AN7123	ChrIV_A_nidulans_FGSC_A4:936828-940155	+	FALSE	FALSE	NA
AN7124	ChrIV_A_nidulans_FGSC_A4:935194-935877	+	FALSE	FALSE	NA
AN7126	ChrIV_A_nidulans_FGSC_A4:927661-930192	-	FALSE	FALSE	NA
AN7128	ChrIV_A_nidulans_FGSC_A4:922288-923115	+	FALSE	FALSE	NA
AN7129	ChrIV_A_nidulans_FGSC_A4:909101-912462	-	FALSE	FALSE	NA
AN7130	ChrIV_A_nidulans_FGSC_A4:907452-908264	-	FALSE	FALSE	NA
AN7131	ChrIV_A_nidulans_FGSC_A4:904299-906159	+	FALSE	FALSE	NA
AN7133	ChrIV_A_nidulans_FGSC_A4:898899-900675	-	FALSE	FALSE	NA
AN7135	ChrIV_A_nidulans_FGSC_A4:888543-890842	-	FALSE	FALSE	NA
AN7137	ChrIV_A_nidulans_FGSC_A4:880834-882356	+	FALSE	FALSE	NA
AN7138	ChrIV_A_nidulans_FGSC_A4:877348-880632	+	FALSE	FALSE	NA
AN7139	ChrIV_A_nidulans_FGSC_A4:875077-876883	-	FALSE	FALSE	NA
AN7140	ChrIV_A_nidulans_FGSC_A4:873312-875110	+	FALSE	FALSE	NA
AN7141	ChrIV_A_nidulans_FGSC_A4:871222-872896	-	FALSE	FALSE	NA
AN7142	ChrIV_A_nidulans_FGSC_A4:869734-871256	+	FALSE	FALSE	NA
AN7143	ChrIV_A_nidulans_FGSC_A4:867635-869294	+	FALSE	FALSE	NA
AN7144	ChrIV_A_nidulans_FGSC_A4:866694-867486	-	FALSE	FALSE	NA
AN7145	ChrIV_A_nidulans_FGSC_A4:865130-866475	+	FALSE	FALSE	NA
AN7146	ChrIV_A_nidulans_FGSC_A4:863018-864647	-	FALSE	FALSE	NA
AN7147	ChrIV_A_nidulans_FGSC_A4:861216-862519	-	FALSE	FALSE	NA
AN7148	ChrIV_A_nidulans_FGSC_A4:859167-860304	-	FALSE	FALSE	NA
AN7149	ChrIV_A_nidulans_FGSC_A4:857565-859253	+	FALSE	FALSE	NA
AN7150	ChrIV_A_nidulans_FGSC_A4:853706-857089	-	FALSE	FALSE	NA
AN7151	ChrIV_A_nidulans_FGSC_A4:850091-852786	+	FALSE	FALSE	NA
AN7152	ChrIV_A_nidulans_FGSC_A4:845243-847457	+	FALSE	FALSE	NA
AN7153	ChrIV_A_nidulans_FGSC_A4:842619-844474	+	FALSE	FALSE	NA
AN7154	ChrIV_A_nidulans_FGSC_A4:839900-840785	+	FALSE	FALSE	NA
AN7155	ChrIV_A_nidulans_FGSC_A4:838295-838837	+	FALSE	FALSE	NA
AN7156	ChrIV_A_nidulans_FGSC_A4:835324-836653	+	FALSE	FALSE	NA
AN7157	ChrIV_A_nidulans_FGSC_A4:834083-834767	-	FALSE	FALSE	NA
AN7158	ChrIV_A_nidulans_FGSC_A4:831065-832576	-	FALSE	FALSE	NA
AN7159	ChrIV_A_nidulans_FGSC_A4:828691-830900	+	FALSE	FALSE	NA
AN7160	ChrIV_A_nidulans_FGSC_A4:825588-827014	-	FALSE	FALSE	NA
AN7161	ChrIV_A_nidulans_FGSC_A4:822786-824017	+	FALSE	FALSE	NA
AN7162	ChrIV_A_nidulans_FGSC_A4:818306-819285	+	FALSE	FALSE	NA
AN7164	ChrIV_A_nidulans_FGSC_A4:811514-814211	-	FALSE	FALSE	NA
AN7165	ChrIV_A_nidulans_FGSC_A4:808450-810900	-	FALSE	FALSE	NA
AN7166	ChrIV_A_nidulans_FGSC_A4:806206-807461	-	FALSE	FALSE	NA
AN7167	ChrIV_A_nidulans_FGSC_A4:803241-804872	-	FALSE	FALSE	NA
AN7169	ChrIV_A_nidulans_FGSC_A4:795696-797379	-	FALSE	FALSE	NA
AN7170	ChrIV_A_nidulans_FGSC_A4:791705-793324	-	TRUE	FALSE	NA
AN7171	ChrIV_A_nidulans_FGSC_A4:787082-787774	+	FALSE	FALSE	NA
AN7172	ChrIV_A_nidulans_FGSC_A4:783078-786621	+	FALSE	FALSE	NA
AN7173	ChrIV_A_nidulans_FGSC_A4:778421-781579	-	FALSE	FALSE	NA
AN7174	ChrIV_A_nidulans_FGSC_A4:775100-776907	+	TRUE	FALSE	NA
AN7175	ChrIV_A_nidulans_FGSC_A4:771224-772286	-	FALSE	FALSE	NA
AN7176	ChrIV_A_nidulans_FGSC_A4:769644-770403	+	FALSE	FALSE	NA
AN7177	ChrIV_A_nidulans_FGSC_A4:767797-769055	+	FALSE	FALSE	NA
AN7178	ChrIV_A_nidulans_FGSC_A4:765429-766421	+	FALSE	FALSE	NA
AN7179	ChrIV_A_nidulans_FGSC_A4:763022-764220	-	FALSE	FALSE	NA
AN7180	ChrIV_A_nidulans_FGSC_A4:759369-760310	+	FALSE	FALSE	NA
AN7181	ChrIV_A_nidulans_FGSC_A4:756787-758509	+	FALSE	FALSE	NA
AN7182	ChrIV_A_nidulans_FGSC_A4:754407-756265	+	FALSE	FALSE	NA
AN7183	ChrIV_A_nidulans_FGSC_A4:752693-754117	+	FALSE	FALSE	NA
AN7184	ChrIV_A_nidulans_FGSC_A4:750821-752192	+	FALSE	FALSE	NA
AN7185	ChrIV_A_nidulans_FGSC_A4:747162-750113	+	FALSE	FALSE	NA
AN7186	ChrIV_A_nidulans_FGSC_A4:744463-745369	-	FALSE	FALSE	NA
AN7187	ChrIV_A_nidulans_FGSC_A4:742585-744419	+	FALSE	FALSE	NA
AN7188	ChrIV_A_nidulans_FGSC_A4:739329-742370	-	FALSE	FALSE	NA
AN7189	ChrIV_A_nidulans_FGSC_A4:737160-739431	+	TRUE	FALSE	NA
AN7190	ChrIV_A_nidulans_FGSC_A4:732958-735492	-	TRUE	FALSE	NA
AN7191	ChrIV_A_nidulans_FGSC_A4:730547-732070	-	FALSE	FALSE	NA
AN7192	ChrIV_A_nidulans_FGSC_A4:728912-730541	+	FALSE	FALSE	NA
AN7193	ChrIV_A_nidulans_FGSC_A4:724169-725484	-	FALSE	FALSE	NA
AN7194	ChrIV_A_nidulans_FGSC_A4:722882-724120	+	FALSE	FALSE	NA
AN7199	ChrIV_A_nidulans_FGSC_A4:703542-704963	-	FALSE	FALSE	NA
AN7200	ChrIV_A_nidulans_FGSC_A4:700879-702590	+	FALSE	FALSE	NA
AN7201	ChrIV_A_nidulans_FGSC_A4:698181-700330	+	FALSE	FALSE	NA
AN7202	ChrIV_A_nidulans_FGSC_A4:695826-696711	+	FALSE	FALSE	NA
AN7203	ChrIV_A_nidulans_FGSC_A4:692685-694948	+	FALSE	FALSE	NA
AN7204	ChrIV_A_nidulans_FGSC_A4:690559-692189	-	FALSE	FALSE	NA
AN7205	ChrIV_A_nidulans_FGSC_A4:688796-690587	+	FALSE	FALSE	NA
AN7206	ChrIV_A_nidulans_FGSC_A4:686988-688650	-	FALSE	FALSE	NA
AN7207	ChrIV_A_nidulans_FGSC_A4:686345-687237	+	FALSE	FALSE	NA
AN7208	ChrIV_A_nidulans_FGSC_A4:680194-680989	-	FALSE	FALSE	NA
AN7211	ChrIV_A_nidulans_FGSC_A4:668555-669505	-	FALSE	FALSE	NA
AN7212	ChrIV_A_nidulans_FGSC_A4:666911-667376	-	FALSE	FALSE	NA
AN7213	ChrIV_A_nidulans_FGSC_A4:664762-666483	-	FALSE	FALSE	NA
AN7214	ChrIV_A_nidulans_FGSC_A4:661829-663299	-	FALSE	FALSE	NA
AN7215	ChrIV_A_nidulans_FGSC_A4:660244-661059	+	FALSE	FALSE	NA
AN7217	ChrIV_A_nidulans_FGSC_A4:648855-650605	+	FALSE	FALSE	NA
AN7218	ChrIV_A_nidulans_FGSC_A4:643928-645142	-	FALSE	FALSE	NA
AN7219	ChrIV_A_nidulans_FGSC_A4:642416-643791	+	FALSE	FALSE	NA
AN7220	ChrIV_A_nidulans_FGSC_A4:641375-642096	-	FALSE	FALSE	NA
AN7221	ChrIV_A_nidulans_FGSC_A4:637538-639488	+	FALSE	FALSE	NA
AN7222	ChrIV_A_nidulans_FGSC_A4:630007-636746	-	FALSE	FALSE	NA
AN7223	ChrIV_A_nidulans_FGSC_A4:625796-627452	+	TRUE	FALSE	NA
AN7225	ChrIV_A_nidulans_FGSC_A4:619555-621409	+	FALSE	FALSE	NA
AN7227	ChrIV_A_nidulans_FGSC_A4:612848-614498	-	FALSE	FALSE	NA
AN7228	ChrIV_A_nidulans_FGSC_A4:609804-612256	-	FALSE	FALSE	NA
AN7229	ChrIV_A_nidulans_FGSC_A4:605373-608818	-	FALSE	FALSE	NA
AN7230	ChrIV_A_nidulans_FGSC_A4:602002-604722	-	FALSE	FALSE	NA
AN7231	ChrIV_A_nidulans_FGSC_A4:600135-601886	+	FALSE	FALSE	NA
AN7232	ChrIV_A_nidulans_FGSC_A4:595661-597108	+	FALSE	FALSE	NA
AN7233	ChrIV_A_nidulans_FGSC_A4:592838-594073	-	FALSE	FALSE	NA
AN7234	ChrIV_A_nidulans_FGSC_A4:590433-591116	-	FALSE	FALSE	NA
AN7235	ChrIV_A_nidulans_FGSC_A4:587649-588870	-	FALSE	FALSE	NA
AN7236	ChrIV_A_nidulans_FGSC_A4:585842-586480	-	FALSE	FALSE	NA
AN7237	ChrIV_A_nidulans_FGSC_A4:582581-584421	+	FALSE	FALSE	NA
AN7238	ChrIV_A_nidulans_FGSC_A4:580786-581863	-	FALSE	FALSE	NA
AN7239	ChrIV_A_nidulans_FGSC_A4:578382-579655	-	FALSE	FALSE	NA
AN7240	ChrIV_A_nidulans_FGSC_A4:576533-578208	+	FALSE	FALSE	NA
AN7241	ChrIV_A_nidulans_FGSC_A4:573783-575957	+	FALSE	FALSE	NA
AN7242	ChrIV_A_nidulans_FGSC_A4:571153-572847	+	FALSE	FALSE	NA
AN7243	ChrIV_A_nidulans_FGSC_A4:568520-570473	+	FALSE	FALSE	NA
AN7244	ChrIV_A_nidulans_FGSC_A4:567002-567412	-	FALSE	FALSE	NA
AN7245	ChrIV_A_nidulans_FGSC_A4:565176-566651	+	FALSE	FALSE	NA
AN7246	ChrIV_A_nidulans_FGSC_A4:557449-564702	-	FALSE	FALSE	NA
AN7247	ChrIV_A_nidulans_FGSC_A4:554422-555337	+	FALSE	FALSE	NA
AN7248	ChrIV_A_nidulans_FGSC_A4:544857-547816	+	FALSE	FALSE	NA
AN7250	ChrIV_A_nidulans_FGSC_A4:533194-537025	-	FALSE	FALSE	NA
AN7251	ChrIV_A_nidulans_FGSC_A4:530699-532857	+	FALSE	FALSE	NA
AN7252	ChrIV_A_nidulans_FGSC_A4:526298-528748	+	FALSE	FALSE	NA
AN7253	ChrIV_A_nidulans_FGSC_A4:523428-524698	-	FALSE	FALSE	NA
AN7254	ChrIV_A_nidulans_FGSC_A4:520248-523398	+	FALSE	FALSE	NA
AN7255	ChrIV_A_nidulans_FGSC_A4:518732-519545	-	FALSE	FALSE	NA
AN7256	ChrIV_A_nidulans_FGSC_A4:517453-518712	+	FALSE	FALSE	NA
AN7257	ChrIV_A_nidulans_FGSC_A4:515768-516903	+	FALSE	FALSE	NA
AN7258	ChrIV_A_nidulans_FGSC_A4:513718-515038	-	FALSE	FALSE	NA
AN7259	ChrIV_A_nidulans_FGSC_A4:511874-513478	+	FALSE	FALSE	NA
AN7260	ChrIV_A_nidulans_FGSC_A4:509226-511371	-	FALSE	FALSE	NA
AN7261	ChrIV_A_nidulans_FGSC_A4:505553-508602	+	FALSE	FALSE	NA
