qseqid	nhits	minBitscore	maxBitscore	frequentWords
B9J08_004160	500	102	337	staphylococcus; chy; bacillus; finger; zinc; domain; multispecies; contains; type; znfinger
B9J08_004161	502	300	995	cytochrome; penicillium; altname; pseudogymnoascus; alkane; hydroxylase; vkm; talaromyces; fullcytochrome; tropicalis
B9J08_004162	500	295	865	cyclin; gmitoticspecific; clbp; yjm; penicillium; clb; cdc; fusarium; pseudogymnoascus; mitoticspecific
B9J08_004163	509	39.3	487	mitochondrial; suaprga; acidic; glyco; regulatory; mam; glycoprotein; atg; plasmodium; matrix
B9J08_004164	545	41.2	1523	domaincontaining; rnabinding; multiple; mrd; mrdp; yjm; processing; prerrna; pseudogymnoascus; penicillium
B9J08_004165	468	36.6	629	acyltransferase; lysocardiolipin; isoform; acylsnglycerolphosphate; like; probable; partial; acylglycerolphosphate; colletotrichum; poecilia
B9J08_004166	869	95.1	2486	rad; dna; repair; penicillium; fusarium; radp; uvs; isoform; yjm; colletotrichum
B9J08_004167	702	41.2	1384	finger; zinc; azf; transcription; factor; partial; azfp; asparaginerich; fusarium; yjm
B9J08_004168	55	40	857	zygosaccharomyces; pneumocystis; cicc; intermedia; rouxii; ady; ydlc; clavispora; clug; lusitaniae
B9J08_004169	500	109	261	rna; dnadirected; polymerase; iii; subunit; polymerases; rpac; polypeptide; kda; rbplike
B9J08_004170	925	41.6	793	helicase; rna; dbp; atpdependent; fusarium; penicillium; box; partial; colletotrichum; containing
B9J08_004171	500	47.4	264	regulatory; sterol; elementbinding; isoform; factor; transcription; partial; tyep; like; binding
B9J08_004172	500	178	1014	lipase; secretory; precursor; metarhizium; penicillium; arsef; family; secreted; pseudogymnoascus; lipdomaincontaining
B9J08_004173	500	181	1027	lipase; secretory; precursor; metarhizium; family; arsef; fusarium; secreted; pseudogymnoascus; penicillium
B9J08_004174	3	42.4	481	pseudomonas; putida
B9J08_004175	500	183	1052	lipase; secretory; precursor; metarhizium; family; arsef; triacylglycerol; partial; secreted; lipdomaincontaining
B9J08_004176	500	198	1042	lipase; secretory; triacylglycerol; nocardia; precursor; metarhizium; family; arsef; partial; secreted
B9J08_004177	500	187	1038	lipase; secretory; precursor; metarhizium; family; arsef; partial; cordyceps; secreted; trichophyton
B9J08_004178	842	46.2	2507	transcription; factor; sipa; yjm; domaincontaining; yspp; penicillium; sip; sipp; fusarium
B9J08_004179	25	38.5	452	bicuspidata; partial; cicc; intermedia; guilliermondii; meyerozyma; debaryomyces; lactobacillus; lindneri; peroxidase
B9J08_004180	10	36.6	291	debranching; enzyme; lariat; cicc; intermedia; cantedraft; tenuis; formosus; scleropages; lepisosteus
B9J08_004181	500	71.6	576	exosome; complex; exonuclease; rrp; component; mtr; domain; ribosomal; like; archaeon
B9J08_004182	502	50.1	1761	phosphatidylethanolamine; nmethyltransferase; methyltransferase; penicillium; fusarium; chop; yjm; pseudogymnoascus; shortpeamt; colletotrichum
B9J08_004183	500	348	991	transporter; mfs; general; substrate; sugar; membrane; facilitator; major; superfamily; mfstype
B9J08_004184	514	43.5	875	ligase; sumoprotein; isoform; zinc; finger; miz; piallike; pial; domaincontaining; fusarium
B9J08_004185	502	47	554	ribosomal; mitochondrial; rsm; penicillium; fusarium; subunit; pseudogymnoascus; partial; colletotrichum; small
B9J08_004186	149	37.7	1196	pentatricopeptide; repeatcontaining; atg; partial; mitochondrial; nicotiana; atglike; oryza; sativa; group
B9J08_004187	27	44.7	191	conserved; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; ogataea; cicc; intermedia; metbidraft
B9J08_004188	500	409	1184	transporter; peptide; ptr; mfs; family; pot; oligopeptide; ptrp; penicillium; protondependent
B9J08_004189	500	92.4	343	frataxin; mitochondrial; iron; partial; donor; uptake; cyay; chaperone; isoform; frataxinlike
B9J08_004190	738	40.8	163	vrpp; prolinerich; yjm; verprolin; penicillium; family; member; waswaslinteracting; partial; vrp
B9J08_004191	501	74.7	704	diphthine; methyltransferase; homolog; isoform; drosophila; domain; diphthamide; repeatcontaining; biosynthesis; repeatlike
B9J08_004192	500	910	1831	dehydrogenase; glutamate; nadspecific; naddependent; nad; dependent; fusarium; penicillium; trichophyton; pseudogymnoascus
B9J08_004193	1	1077	1077	
B9J08_004194	7	39.7	813	vulgaris; beta; subsp; acetobacter; replication; bvrbg; deoxyloganetin; glucosyltransferaselike; senegalensis; aceti
B9J08_004195	3	49.3	420	
B9J08_004196	501	101	893	subunit; complex; adaptor; clathrin; medium; chain; penicillium; pseudogymnoascus; complexes; family
B9J08_004197	507	147	813	pyrophosphokinase; ribosephosphate; isoform; drosophila; phosphoribosyl; diphosphokinase; penicillium; pseudogymnoascus; like; vkm
B9J08_004198	416	40	1176	cue; domain; domaincontaining; cuep; penicillium; cryptococcus; yjm; ubiquitin; mdraft; partial
B9J08_004199	38	31.2	39.3	trichinella; repeat; tetratricopeptide; zimbabwensis; partial; str; albugo; alnccg; laibachii; enterococcus
B9J08_004200	38	38.9	558	burtonii; hypbudraft; hyphopichia; partial; cantadraft; tanzawaensis; debaryomyces; cicc; intermedia; cbs
B9J08_004201	875	42.4	2374	tmem; family; trsp; complex; yjm; subunit; particle; trafficking; fusarium; trapp
B9J08_004202	56	30.8	53.1	trichinella; partial; trichuris; repeat; tetratricopeptide; zimbabwensis; suis; gossypium; raimondii; trichiura
B9J08_004203	11	30.4	47.8	tetrahymena; thermophila; ttherm; partial; clavispora; clug; lusitaniae; cyberlindnera; cybjadraft; jadinii
B9J08_004204	501	122	1095	transporter; family; sugar; acid; carboxylic; mfs; pseudogymnoascus; penicillium; lactate; shs
B9J08_004205	500	154	672	endonucleaseexonucleasephosphatase; family; endonuclease; fusarium; colletotrichum; oxysporum; penicillium; exonuclease; phosphatase; hydrolase
B9J08_004206	500	283	1152	calnexin; isoform; calmegin; calnexinlike; partial; precursor; homolog; quality; low; penicillium
B9J08_004207	140	37	250	ecmp; lachancea; yjm; factor; ecm; conserved; hanseniaspora; cyberlindnera; zygosaccharomyces; pres
B9J08_004208	500	59.7	419	assembly; cytochrome; oxidase; dufdomaincontaining; complex; penicillium; partial; coap; fusarium; mitochondrial
B9J08_004209	121	38.5	717	yjm; skgp; aimp; zygosaccharomyces; double; gas; kex; lethality; mutant; null
B9J08_004210	501	139	691	metalloendopeptidase; oma; mitochondrial; peptidase; inner; membrane; family; penicillium; pseudogymnoascus; fusarium
B9J08_004211	28	39.7	590	conserved; cicc; intermedia; bicuspidata; debaryomyces; guilliermondii; meyerozyma; pgug; clavispora; clug
B9J08_004212	500	144	462	kin; dnarnabinding; finger; zinc; rts; drosophila; kinlike; partial; fusarium; pseudogymnoascus
B9J08_004213	588	95.9	1684	ubiquitin; hydrolase; carboxylterminal; isoform; ubpp; yjm; cysteine; proteinase; protease; ubiquitinspecific
B9J08_004214	888	40.8	1184	isoform; loc; complex; snrnaactivating; subunit; basp; myblike; factor; fusarium; yjm
B9J08_004215	500	269	642	methylenetetrahydrofolate; dehydrogenase; nad; nadpbinding; dehydrogenasecyclohydrolase; tetrahydrofolate; fusarium; penicillium; pseudogymnoascus; colletotrichum
B9J08_004216	500	327	1114	gyp; gtpaseactivating; rabgaptbc; activating; gtpase; domain; tbc; fusarium; penicillium; exophiala
B9J08_004217	501	224	1042	heat; shock; chaperone; hsp; complex; ribosomeassociated; subunit; ssz; hsplike; sszp
B9J08_004218	17	30.8	46.6	freudenreichii; propionibacterium; recombinase; subsp; awri; bailii; isa; zbai; zygosaccharomyces; capsulata
B9J08_004219	504	43.5	878	repeatcontaining; isoform; like; biogenesis; ribosome; partial; nsa; vulgaris; trichinella; brassica
B9J08_004220	506	57.8	801	nucleoporin; seh; isoform; repeatlike; sehlike; sehp; nupp; seha; yjm; sinocyclocheilus
B9J08_004221	500	290	963	udpnacetylglucosaminedolichylphosphate; nacetylglucosaminephosphotransferase; transferase; udpnacetylglucosaminep; nacetylglucosaminephosphate; alg; drosophila; penicillium; udpnacetylglucosaminedolichyl; family
B9J08_004222	542	95.5	3252	rna; polymerase; dnadirected; subunit; rpa; beta; betaprime; dependent; dna; rnapolymerase
B9J08_004223	501	38.1	268	factor; fmc; exchange; guanylnucleotide; ras; penicillium; partial; pseudogymnoascus; conserved; assembly
B9J08_004224	500	458	665	dehydrogenase; isocitrate; subunit; mitochondrial; nad; naddependent; precursor; penicillium; pseudogymnoascus; colletotrichum
B9J08_004225	501	150	777	adenylosuccinate; synthetase; isozyme; synthase; drosophila; isoform; partial; adep; cryptococcus; var
B9J08_004226	500	137	619	alphamannosyltransferase; alg; mannosyltransferase; family; glycosyltransferase; isoform; fusarium; alglike; penicillium; algp
B9J08_004227	503	46.2	300	hpt; phosphorelay; domaincontaining; histidine; ypd; domain; intermediate; histidinephosphotransfer; phosphotransferase; regulator
B9J08_004228	500	200	613	nitrophenylphosphatase; phosphatase; phosphoglycolate; nitrophenyl; pnitrophenyl; penicillium; phosphate; phosphoglycolatepyridoxal; pseudogymnoascus; fusarium
B9J08_004229	500	65.9	264	subunit; nadh; dehydrogenase; oxidoreductase; nadhubiquinone; alpha; subcomplex; grim; ubiquinone; penicillium
B9J08_004230	501	87	1476	translation; factor; initiation; eukaryotic; aif; funp; mitochondrial; yjm; penicillium; fusarium
B9J08_004231	500	477	702	gtpbinding; gtpase; ribosomeinteracting; binding; gtp; developmentally; regulated; rbg; developmentallyregulated; containing
B9J08_004232	500	437	1912	beta; importin; subunit; psep; karyopherin; repeatcontaining; penicillium; arm; yjm; fusarium
B9J08_004233	920	41.2	1307	actininteracting; actin; bud; interacting; selection; site; aipdomaincontaining; budp; aip; penicillium
B9J08_004234	539	39.3	694	chromatin; regulator; member; subfamily; actindependent; matrixassociated; swisnfrelated; isoform; partial; complex
B9J08_004235	500	514	1772	phosphatase; polyphosphoinositide; fig; saci; domaincontaining; penicillium; partial; fusarium; pseudogymnoascus; figp
B9J08_004236	106	38.9	859	yjm; hyjml; lachancea; ylrwlike; candidiasis; clinical; function; hiv; isolates; oral
B9J08_004237	501	63.9	297	chaperone; cochaperone; hsplike; hsp; wos; sba; binding; penicillium; partial; pseudogymnoascus
B9J08_004238	500	153	754	ribosomal; mrp; mitochondrial; subunit; small; penicillium; partial; mrpp; mrpmitochondrial; related
B9J08_004239	500	284	703	nacyltransferase; sphingosine; synthase; ceramide; lag; lac; component; penicillium; longevityassurance; membrane
B9J08_004240	502	115	763	hse; vacuolar; proteinsorting; class; machinery; molecule; signal; transducing; adaptor; hsep
B9J08_004241	500	90.1	535	subunit; alpha; factincapping; capping; factin; partial; pseudogymnoascus; penicillium; capp; actin
B9J08_004242	1144	42.7	2988	ligase; ubiquitinprotein; trip; ufd; fusarium; ubiquitin; hectdomaincontaining; penicillium; oxysporum; colletotrichum
B9J08_004243	500	332	962	transporter; mfs; permease; pantothenate; mononucleotide; nicotinamide; fusarium; liz; penicillium; general
B9J08_004244	49	28.1	56.2	partial; vulgaris; trichinella; medicago; truncatula; beta; bvrbg; isoform; subsp; oceanica
B9J08_004245	501	42.7	711	reductase; ketosteroid; keto; sterol; penicillium; nadpbinding; partial; ergp; colletotrichum; botrytis
B9J08_004246	1157	42.7	2867	repeat; mtcp; yjm; repeatcontaining; penicillium; finger; pseudogymnoascus; capping; maintenance; telomere
B9J08_004247	517	38.5	392	factor; transcription; initiation; subunit; tfiid; taf; iid; kda; partial; pseudogymnoascus
B9J08_004248	507	42.4	628	loc; partial; bos; mutus; brassica; transcriptase; dictyostelium; vulgaris; discoideum; subsp
B9J08_004249	53	35	379	xenopus; tropicalis; cchc; domaincontaining; finger; zinc; loc; like; xentrvmg; isoform
B9J08_004250	1	40	40	fusarium; graminearum; product; unnamed
B9J08_004251	398	38.5	469	elongator; complex; killer; sensitivity; toxin; acetylation; histone; iki; fusarium; ikip
B9J08_004252	500	733	2014	factor; splicing; subunit; snrnp; component; prp; penicillium; trichinella; pseudogymnoascus; isoform
B9J08_004253	954	79	1892	dna; repair; rad; excision; radp; yjm; ercc; fusarium; penicillium; dnarepair
B9J08_004254	1	2404	2404	
B9J08_004255	49	28.1	56.2	partial; vulgaris; trichinella; medicago; truncatula; beta; bvrbg; isoform; subsp; oceanica
B9J08_004256	95	38.1	435	lachancea; isoform; spermatogenesisassociated; conserved; pichia; kluyveromyces; membrane; canis; familiaris; lupus
B9J08_004257	16	38.9	584	bicuspidata; cicc; intermedia; guilliermondii; meyerozyma; metbidraft; metschnikowia; var; clavispora; lusitaniae
B9J08_004258	500	43.9	465	spc; kinetochore; chromosome; segregation; penicillium; pseudogymnoascus; fungi; type; fusarium; cryptococcus
B9J08_004259	503	40	851	phospholipase; inositol; phosphosphingolipids; sphingomyelinase; dnase; ilike; family; endonucleaseexonucleasephosphatase; penicillium; iscp
B9J08_004260	3	41.6	793	chryseobacterium; samn
B9J08_004261	538	40.4	1158	repeatcontaining; isoform; calike; gossypium; repeatlike; arabidopsis; subsp; thaliana; hirsutum; lyrata
B9J08_004262	1109	41.2	1240	cell; division; control; cdclike; cdc; dna; replication; initiation; factor; fusarium
B9J08_004263	501	109	315	oxidase; daminoacid; penicillium; fusarium; oxidoreductase; dependent; fad; acid; damino; pseudogymnoascus
B9J08_004264	500	355	1160	quinate; permease; transporter; penicillium; fusarium; mfs; general; substrate; colletotrichum; pseudogymnoascus
B9J08_004265	529	40.8	1151	vacuolar; segregation; pep; zinc; finger; fyve; pepp; penicillium; pseudogymnoascus; colletotrichum
B9J08_004266	300	33.1	147	subunit; mitochondrial; synthase; atp; penicillium; complex; atpase; pseudogymnoascus; lachancea; conserved
B9J08_004267	501	47.8	693	phosphatase; azacytidine; azr; resistance; ptc; drosophila; homolog; serinethreonine; penicillium; mitochondrial
B9J08_004268	741	42.4	1855	decay; mrna; nonsensemediated; factor; fusarium; oxysporum; nonsense; upf; regulator; transcripts
B9J08_004269	500	95.9	726	ribosomal; mitochondrial; yml; pebplike; subunit; phosphatidylethanolaminebinding; large; penicillium; fusarium; pseudogymnoascus
B9J08_004270	16	38.1	1132	partial; buceros; rhinoceros; silvestris; anna; calypte; candidatus; desulfamplus; fragment; magnetomortis
B9J08_004271	331	37.4	319	transcription; factor; bzip; kapc; penicillium; pseudogymnoascus; colletotrichum; partial; exophiala; variant
B9J08_004272	32	40.8	1028	komagataella; cicc; intermedia; debaryomyces; conserved; wickerhamomyces; cyberlindnera; jadinii; phaffii; clavispora
B9J08_004273	500	113	180	oxidase; cytochrome; subunit; mitochondrial; polypeptide; coxadomaincontaining; chain; cytochromec; precursor; penicillium
B9J08_004274	48	39.7	699	iaaa; mgr; protease; subunit; complex; mitochondrial; inner; membrane; conserved; clavispora
B9J08_004275	88	37	719	conserved; bacillus; cicc; intermedia; bicuspidata; debaryomyces; farinosa; millerozyma; piso; guilliermondii
B9J08_004276	3	38.1	105	cicc; intermedia
B9J08_004277	501	323	1998	family; secsec; sec; sfbp; fusarium; penicillium; vesicle; component; copii; pseudogymnoascus
B9J08_004278	501	46.6	1476	actin; cytoskeleton; organization; cro; shep; yjm; assembly; penicillium; ring; pseudogymnoascus
B9J08_004279	189	40.8	1065	phresponse; regulator; palhrim; palh; signal; transduction; palhdomaincontaining; pseudogymnoascus; rim; penicillium
B9J08_004280	32	31.2	44.7	medicago; truncatula; mtrg; partial; esculenta; manesg; manihot; oceanica; thalassiosira; thaoc
B9J08_004281	6	31.2	37.4	blakesleeanus; phybldraft; phycomyces; gondii; tgp; toxoplasma; hmn; hymenolepis; microstoma; papuae
B9J08_004282	11	38.5	547	pseudomonas; domaincontaining; cellulosimicrobium; thermophila; putida; guariconensis; samn; cchc; finger; furzeri
B9J08_004283	7	36.2	233	phosphoadenosine; phosphosulfate; reductase; streptomyces; aceti; acetobacter; histidine; kinase; griseoflavus; sensor
B9J08_004284	3	44.3	698	
B9J08_004285	500	793	1382	heat; shock; mitochondrial; clpb; atpdependent; chaperone; hsp; atpase; chaperonin; penicillium
B9J08_004286	1870	42.4	1788	actin; pan; complex; cytoskeletonregulatory; fusarium; oxysporum; nuclease; polya; panp; penicillium
B9J08_004287	1	540	540	
B9J08_004288	500	241	1172	kinase; phosphomethylpyrimidine; thip; thi; biosynthesis; thiamin; yjm; hydroxymethylpyrimidinephosphomethylpyrimidine; penicillium; fusarium
B9J08_004289	518	41.6	1473	deaminase; amp; fusarium; penicillium; pseudogymnoascus; amdp; trichoderma; oxysporum; yjm; vkm
B9J08_004290	3	40.4	533	defluvii; lysophospholipase; rhodococcus; archangium; gephyra; hybrid; nonribosomal; peptide; polyketide; synthase
B9J08_004291	5	43.9	1280	
B9J08_004292	500	246	555	arginase; ureohydrolase; carp; leishmania; chain; mitochondrial; colletotrichum; isoform; partial; yjm
B9J08_004293	3	31.2	32.3	fusarium; graminearum; product; unnamed; hyphomonas
B9J08_004294	500	232	986	signal; receptor; subunit; alpha; particle; recognition; sequence; srp; penicillium; containing
B9J08_004295	1482	42	2091	phosphatidylserine; decarboxylase; fusarium; proenzyme; oxysporum; penicillium; psd; colletotrichum; pseudogymnoascus; psdp
B9J08_004296	18	33.9	163	debaryomyces; cicc; intermedia; maltosa; burtonii; hypbudraft; hyphopichia; passalidarum; spapadraft; spathaspora
B9J08_004297	500	651	1467	synthetase; methionyltrna; methioninetrna; ligase; cytoplasmic; penicillium; mesp; probable; pseudogymnoascus; trichophyton
B9J08_004298	500	247	867	amidotransferase; subunit; glutamyltrnagln; glutamyltrna; amidase; signature; enzyme; mitochondrial; penicillium; aspartylglutamyltrnaasngln
B9J08_004299	500	281	591	cyclohydrolase; gtp; penicillium; pseudogymnoascus; colletotrichum; vkm; probable; cryptococcus; var; partial
B9J08_004300	601	43.1	2225	ssd; cell; wall; biogenesis; phosphatase; pseudogymnoascus; rnbdomaincontaining; ssdp; yjm; penicillium
B9J08_004301	500	226	943	dna; subunit; polymerase; delta; small; penicillium; polp; alphaepsilon; isoform; yjm
B9J08_004302	33	36.2	261	cicc; intermedia; debaryomyces; bicuspidata; conserved; farinosa; millerozyma; piso; tropicalis; partial
B9J08_004303	836	42	1647	factor; transcription; regulator; purine; positive; utilization; fungal; specific; pprp; yjm
B9J08_004304	500	326	1414	fusarium; yjm; hyjmg; penicillium; oxysporum; partial; colletotrichum; pseudogymnoascus; conserved; factor
B9J08_004305	231	39.7	1199	yjm; jipp; hyjmg; lachancea; ygrc; zygosaccharomyces; product; unnamed; cyberlindnera; kudriavzevii
B9J08_004306	500	159	952	complex; component; compass; set; bre; ash; histonelysine; nmethyltransferase; ashtrithorax; family
B9J08_004307	500	60.8	524	chromosomes; maintenance; nonstructural; element; nse; homolog; dna; repair; nonsmc; smc
B9J08_004308	500	160	724	family; cell; wall; hydrolase; glycoside; glucanase; extracellular; crhp; colletotrichum; glycosyl
B9J08_004309	588	51.2	1993	phosphofructokinase; subunit; alpha; beta; atpdependent; pfkp; yjm; colletotrichum; lachancea; pseudogymnoascus
B9J08_004310	502	48.1	276	flocculation; suppression; factor; dnabinding; hsftype; transcription; heat; shock; fusarium; penicillium
B9J08_004311	97	37.4	320	nopp; yjm; lachancea; ygrwlike; hanseniaspora; nucleolar; conserved; kluyveromyces; kazachstania; guilliermondii
B9J08_004312	56	30.8	53.1	trichinella; partial; trichuris; repeat; tetratricopeptide; zimbabwensis; suis; gossypium; raimondii; trichiura
B9J08_004313	11	30.4	47.8	tetrahymena; thermophila; ttherm; partial; clavispora; clug; lusitaniae; cyberlindnera; cybjadraft; jadinii
B9J08_004314	19	39.7	511	cicc; intermedia; conserved; mgq; clavispora; lusitaniae; meo; dubliniensis; mem; biofilminduced
B9J08_004315	500	55.5	241	transport; got; family; gotdomaincontaining; vesicle; golgi; gotlike; penicillium; probable; partial
B9J08_004316	272	37.7	186	lachancea; zygosaccharomyces; huap; bailii; hua; kudriavzevii; fungal; schizosaccharomyces; partial; var
B9J08_004317	500	582	1126	dehydrogenase; deltapyrrolinecarboxylate; pyrrolinecarboxylate; mitochondrial; delta; penicillium; fusarium; trichophyton; colletotrichum; pseudogymnoascus
B9J08_004318	500	48.9	706	dynactin; subunit; isoform; jnmp; dynamitin; yjm; penicillium; fusarium; colletotrichum; partial
B9J08_004319	500	410	686	gtpbinding; developmentallyregulated; gtp; gtpase; ribosomeinteracting; binding; domaincontaining; containing; hydrolase; nucleoside
B9J08_004320	500	63.9	434	efg; rrnaprocessing; processing; nuclear; involved; prerrna; penicillium; partial; pseudogymnoascus; fusarium
B9J08_004321	501	288	3839	helicase; activating; cointegrator; complex; signal; subunit; slhp; yjm; mug; box
B9J08_004322	500	676	1049	helicase; atpdependent; rna; has; deaddomaincontaining; penicillium; box; probable; colletotrichum; fusarium
B9J08_004323	509	39.7	523	methyltransferase; trna; adeninenmethyltransferase; samdependent; mycobacterium; abscessus; penicillium; fusarium; trmi; amycolatopsis
B9J08_004324	501	169	1006	amino; permease; acid; penicillium; transporter; dicarboxylic; fusarium; acidpolyamine; oxysporum; general
B9J08_004325	500	39.7	286	rna; polymerase; iii; subunit; dnadirected; rpc; isoform; rpclike; partial; component
B9J08_004326	872	42	1457	lipase; esterase; rog; yjm; lipaseserine; penicillium; serine; hyjmd; colletotrichum; domain
B9J08_004327	81	34.3	196	snn; lachancea; subunit; caldicellulosiruptor; zygosaccharomyces; snnp; partial; kluyveromyces; ynlw; yjm
B9J08_004328	500	125	700	subunit; oligosaccharyl; transferase; gamma; dolichyldiphosphooligosaccharideprotein; family; oligosaccharyltransferase; ostost; glycotransferase; complex
B9J08_004329	502	46.2	1498	calpainlike; protease; cysteine; calpain; palb; palbrim; fusarium; oxysporum; proteinase; isoform
B9J08_004330	503	51.6	921	mannosyltransferase; gpi; isoform; family; glycosyltransferase; gpip; yjm; partial; penicillium; like
B9J08_004331	502	85.1	649	dehydrogenase; alcohol; adhp; partial; yjm; lachancea; kluyveromyces; mitochondrial; groeslike; adh
B9J08_004332	212	36.6	285	autophagy; autophagyrelated; penicillium; fusarium; colletotrichum; pseudogymnoascus; oxysporum; trichoderma; exophiala; apg
B9J08_004333	552	42.4	1372	yjm; penicillium; conserved; hyjmm; fusarium; function; unknown; pseudogymnoascus; ymlw; colletotrichum
B9J08_004334	507	47.8	1063	homeobox; partial; transcription; factor; drosophila; paired; pho; regulatory; phop; domaincontaining
B9J08_004335	505	39.3	698	repeat; tetratricopeptide; isoform; partial; low; quality; mssp; like; mitochondrial; mss
B9J08_004336	501	60.8	788	kinase; serinethreonineprotein; chk; camkrad; fusarium; camk; checkpoint; oxysporum; pkinasedomaincontaining; penicillium
B9J08_004337	501	43.5	1521	rint; family; penicillium; radinteracting; pseudogymnoascus; cryptococcus; var; vkm; gattii; metarhizium
B9J08_004338	500	772	1080	tcomplex; subunit; gamma; cct; complex; chaperonin; penicillium; ring; pseudogymnoascus; tcp
B9J08_004339	952	41.6	1799	cyk; cytokinesis; domaincontaining; domain; cykp; variant; penicillium; yjm; fusarium; pseudogymnoascus
B9J08_004340	500	308	662	kinase; serinethreonineprotein; cmgccdkcdk; cyclindependent; kin; pkinasedomaincontaining; serinethreonine; crk; cdk; penicillium
B9J08_004341	500	243	811	oxidoreductase; dependent; fad; dehydrogenase; faddependent; lhydroxyglutarate; mitochondrial; penicillium; nad; fusarium
B9J08_004343	908	50.8	1332	vacuolar; chaperone; transporter; vtc; fusarium; spxdomaincontaining; penicillium; domaincontaining; polyphosphate; colletotrichum
B9J08_004344	505	43.5	3269	atpase; ptype; phospholipidtranslocating; phospholipidtransporting; fusarium; flippase; colletotrichum; dnfp; dnf; penicillium
B9J08_004345	500	64.3	795	oxidoreductase; pyridine; nucleotidedisulfide; fusarium; phytophthora; penicillium; partial; factor; apoptosisinducing; amidlike
B9J08_004346	500	136	1006	kinase; checkpoint; bub; serinethreonineprotein; mitotic; spindle; madp; partial; penicillium; serinethreonine
B9J08_004347	500	250	1108	gpi; transamidase; component; subunit; class; phosphatidylinositol; glycan; gpip; penicillium; pseudogymnoascus
B9J08_004348	31	37.7	442	synthase; pichia; threonine; mpmp; guilliermondii; meyerozyma; ogataea; komagataella; product; unnamed
B9J08_004349	514	46.2	1418	complex; subunit; beta; isoform; adaptor; penicillium; partial; pseudogymnoascus; repeatcontaining; adaptin
B9J08_004350	355	35.8	347	partial; enterica; conserved; pseudogymnoascus; cryptococcus; penicillium; salmonella; bcrdraft; mdraft; flagellar
B9J08_004351	500	182	669	ribonuclease; tlike; penicillium; family; trv; pseudogymnoascus; trichoderma; fusarium; vkm; rnase
B9J08_004352	501	485	876	adenosylhomocysteinase; sadenosyllhomocysteine; hydrolase; penicillium; pseudogymnoascus; colletotrichum; var; lachancea; hydrolaselike; vkm
B9J08_004353	826	41.2	1693	regulator; factor; transcription; multidrug; resistance; cyberlindnera; farinosa; millerozyma; piso; debaryomyces
B9J08_004354	2	38.9	39.7	bacteroides; cag; family; nolnopsun; microcarpus; pismidraft; pisolithus
B9J08_004355	508	42	237	nitrogen; regulatory; area; gata; fusarium; partial; glnp; oxysporum; transcriptional; yjm
B9J08_004356	518	39.7	709	factor; initiation; translation; eukaryotic; type; isoform; ncbp; like; ncbplike; eife
B9J08_004357	500	534	985	dipeptidase; metallodipeptidase; dug; glutamate; cysgly; cytosolic; nonspecific; carboxypeptidase; cndp; penicillium
B9J08_004358	46	37.4	1043	endonuclease; restriction; vibrio; conserved; methylase; cicc; intermedia; bicuspidata; debaryomyces; splendidus
B9J08_004359	500	134	526	nucleotidase; pyrimidine; fusarium; colletotrichum; oxysporum; pseudogymnoascus; penicillium; sdtp; suppressor; tfiis
B9J08_004360	500	73.6	560	dihydrofolate; reductase; serine; cancerassociated; gene; ovarian; esterase; ovca; hydrolase; fshp
B9J08_004361	500	107	624	disulfideisomerase; disulfide; isomerase; domain; related; fusarium; penicillium; pdi; thioredoxindomaincontaining; mpd
B9J08_004362	8	38.9	46.2	bicuspidata; cantadraft; tanzawaensis; metbidraft; metschnikowia; var; farinosa; millerozyma; piso; meo
B9J08_004363	500	164	441	hydrolase; ubiquitin; carboxylterminal; isozyme; proteasomeassociated; penicillium; fusarium; cterminal; ubiquitinyl; isoform
B9J08_004364	502	39.7	726	scramblase; altered; inheritance; mitochondria; rate; scramblasedomaincontaining; family; phospholipid; cryptococcus; penicillium
B9J08_004365	984	38.9	636	mitochondrial; succinatefumarate; transporter; carrier; antiporter; sfcp; penicillium; pseudogymnoascus; family; citrate
B9J08_004366	2	94.7	110	
B9J08_004367	501	53.5	529	vip; actin; cytoskeleton; recognition; rna; domaincontaining; penicillium; pseudogymnoascus; partial; colletotrichum
B9J08_004368	172	40.8	1146	rgpp; yjm; rgp; rgpdomaincontaining; exchange; transport; growth; phenotype; reduced; factor
B9J08_004369	500	573	825	kinase; mitogenactivated; hog; map; cmgcmapkp; penicillium; activated; mitogen; fullmitogenactivated; recname
B9J08_004370	501	42	1076	slp; cell; division; repeatcontaining; cycle; containing; cdc; wdrepeat; repeatlike; cdcp
B9J08_004371	500	104	329	body; charged; multivesicular; snf; family; partial; isoform; snfdomaincontaining; colletotrichum; like
B9J08_004372	500	376	696	dehydratase; acid; deltaaminolevulinic; porphobilinogen; synthase; tetrapyrrole; biosynthesis; penicillium; pseudogymnoascus; colletotrichum
B9J08_004373	501	58.5	500	utilization; mannosepdolichol; defect; homolog; monosaccharidepdolichol; penicillium; pseudogymnoascus; partial; var; cryptococcus
B9J08_004374	671	41.6	1078	nucleoporin; nsp; nuclear; pore; nspp; complex; nup; yjm; hanseniaspora; blastocystis
B9J08_004375	500	321	474	phosphoglyceromutase; streptomyces; microbacterium; mutase; phosphoglycerate; multispecies; arthrobacter; curtobacterium; kocuria; bisphosphoglyceratedependent
B9J08_004376	15	39.7	631	glypicanlike; sinocyclocheilus; bacterium; anshuiensis; isoform; desulfuromonadales; domaincontaining; hepn; acidomyces; fedraft
